1	80430	82782	2	4
1	92430	94680	8	8
1	104429	106645	2	2
1	118428	120628	8	5
1	133427	135627	6	8
1	146426	148626	4	4
1	162425	164642	8	8
1	178424	180641	8	6
1	192424	194623	1	4
1	207439	209689	6	8
1	222438	224638	8	6
1	236437	238654	4	4
1	248437	250637	4	4
1	261436	263636	0	8
1	273435	275635	4	4
1	286434	288651	8	8
1	299434	301633	4	2
1	311433	313616	8	6
1	327432	329632	4	4
1	343431	345564	8	8
1	357430	359646	8	8
1	373429	375645	4	4
1	385428	387628	8	8
1	398427	400627	3	2
1	414426	416643	5	8
1	428425	430625	4	4
1	442425	444641	8	8
1	457424	459624	4	4
1	471423	473639	8	8
1	487438	489638	7	6
1	501438	503637	3	4
1	514437	516653	6	5
1	526436	528636	4	4
1	539435	541635	6	8
1	553434	555634	4	4
1	569433	571633	4	4
1	583433	585632	8	8
1	599432	601631	3	4
1	615431	617630	4	3
1	629430	631630	5	8
1	641429	643629	1	4
1	656428	658644	4	4
1	669427	671644	8	8
1	684426	686626	4	4
1	699425	701642	0	4
1	711424	713624	8	8
1	726424	728640	8	6
1	741439	743639	1	4
1	754439	756638	6	8
1	767438	769638	1	4
1	783437	785637	8	6
1	799436	801669	4	4
1	812435	814635	8	8
1	826434	828651	4	4
1	840433	842633	3	4
1	853432	855632	8	8
1	868431	870631	8	6
1	880431	882631	4	4
1	895430	897630	8	8
1	909429	911629	4	4
1	922428	924645	8	8
1	934427	936644	8	8
1	948426	950643	4	4
1	961426	963642	8	8
1	975425	977641	3	4
1	991424	993640	8	8
1	1007439	1009639	2	4
1	1019439	1021639	8	6
1	1031438	1033638	0	1
1	1046437	1048637	8	8
1	1058436	1060636	4	4
1	1073435	1075652	4	1
2	36534	38853	8	8
2	50541	52726	6	5
2	62531	64799	2	1
2	78539	80740	8	8
2	90529	92746	7	5
2	104536	106770	1	4
2	118543	120727	6	5
2	132534	134735	2	4
2	145540	147741	5	8
2	157530	159731	2	2
2	171537	173738	8	6
2	186545	188746	2	2
2	201536	203754	8	8
2	213542	215727	1	4
2	228533	230734	8	8
2	242540	244741	4	2
2	258532	260733	1	2
2	272539	274740	6	6
2	286530	288748	4	4
2	298536	300737	1	4
2	314544	316729	8	6
2	330536	332737	2	2
2	343542	345694	5	8
2	356533	358734	7	5
2	368539	370723	2	1
2	383530	385748	1	2
2	399538	401756	5	6
2	413529	415746	4	4
2	426535	428736	4	4
2	439542	441743	7	8
2	454533	456734	1	2
2	470541	472742	8	8
2	482531	484749	4	4
2	497539	499740	5	6
2	512530	514731	4	4
2	527537	529739	5	5
2	539544	541745	3	4
2	551533	553734	4	4
2	566541	568742	5	6
2	582533	584750	2	4
2	595539	597740	5	5
2	607529	609730	8	6
2	620535	622753	4	4
2	635543	637744	3	2
2	649534	651768	6	8
2	665542	667743	8	6
2	680533	682751	3	4
2	693540	695724	8	5
2	707530	709748	8	6
2	723539	725673	4	4
2	737529	739730	4	2
2	753537	755722	6	6
2	766527	768762	8	8
2	779534	781735	4	4
2	795542	797727	8	6
2	808533	810734	6	8
2	824541	826725	1	1
2	839532	841733	8	8
2	854540	856724	4	4
2	866529	868747	5	8
2	880536	882721	5	8
2	892543	894744	4	4
2	905533	907750	8	8
2	921541	923742	4	4
2	934531	936765	8	8
2	948538	950756	4	2
2	962529	964730	4	4
2	974535	976753	8	5
2	987542	989726	2	1
2	1003533	1005734	8	8
2	1015539	1017740	4	4
2	1029530	1031731	3	1
3	40774	43110	3	1
3	54781	57082	7	6
3	67771	69972	4	1
3	79777	81962	8	6
3	95769	97970	4	1
3	109776	111977	4	1
3	123767	125968	7	6
3	137774	139975	3	1
3	152765	154983	8	6
3	164771	166972	2	3
3	176777	178962	7	8
3	192769	194987	4	4
3	206776	208977	1	2
3	222768	224969	7	5
3	235775	237976	2	2
3	249765	251983	6	6
3	261771	263972	7	6
3	276779	278980	3	2
3	291770	293971	8	8
3	305777	307979	8	6
3	318767	320985	2	3
3	330774	332991	8	8
3	342780	344981	3	1
3	357771	359972	6	5
3	372779	374980	3	1
3	387770	389971	7	8
3	402777	404979	2	2
3	415767	417985	8	6
3	431776	433960	4	4
3	443765	445966	8	8
3	458773	460974	6	6
3	473781	475999	4	2
3	487771	489972	1	4
3	500778	502979	7	5
3	513768	516019	7	7
3	527775	529976	3	2
3	542766	544984	1	2
3	558775	560976	0	6
3	574766	576984	8	8
3	588773	590975	1	4
3	603765	605982	5	6
3	616771	618989	4	1
3	630778	632963	6	6
3	645770	647971	2	1
3	661778	663979	8	5
3	677769	679971	8	5
3	693778	695979	4	2
3	706768	708969	8	5
3	719774	721976	1	4
3	731764	733982	4	2
3	743770	745971	5	5
3	759778	762013	4	4
3	772768	774970	3	2
3	785775	787976	6	8
3	797765	799982	7	5
3	811772	813956	2	1
3	826780	828964	8	7
3	840770	842971	3	2
3	853777	855978	7	8
3	868768	870969	4	2
3	880774	882975	6	5
3	896766	898984	4	2
3	912774	914958	8	5
3	926765	928966	4	1
3	940772	942973	8	8
3	956780	958981	3	4
3	969770	971971	2	1
3	981776	983977	5	6
3	993766	995967	4	2
3	1006773	1008974	8	8
3	1020780	1022981	4	4
3	1032769	1034987	6	5
4	142040	145075	8	8
4	155039	157306	4	4
4	170038	172255	2	4
4	183037	185254	8	8
4	199036	201253	4	4
4	214036	216252	4	4
4	226035	228251	8	7
4	241034	243250	4	4
4	254033	256233	8	8
4	266049	268249	3	4
4	282048	284248	8	8
4	297047	299247	4	4
4	310046	312246	4	4
4	324045	326228	8	8
4	336045	338244	4	4
4	352044	354243	4	4
4	368043	370259	8	8
4	382042	384242	4	4
4	397041	399241	8	8
4	411040	413256	8	8
4	425039	427256	4	4
4	441038	443238	4	3
4	454037	456254	5	8
4	469036	471236	4	4
4	482035	484235	5	8
4	494035	496251	4	4
4	507034	509234	4	4
4	521033	523233	8	8
4	535032	537249	4	4
4	551048	553248	8	8
4	566047	568263	7	8
4	580046	582229	4	4
4	595045	597228	8	8
4	607044	609244	8	8
4	620044	622243	4	4
4	635043	637242	8	8
4	647042	649242	8	8
4	659041	661224	4	4
4	671040	673240	8	5
4	683040	685240	4	4
4	697039	699239	4	4
4	712038	714254	8	8
4	727037	729237	0	8
4	741036	743253	1	4
4	755035	757252	4	4
4	767034	769234	8	5
4	782033	784250	8	8
4	798032	800249	4	4
4	814048	816248	4	4
4	827047	829231	8	8
4	841046	843246	4	4
4	855046	857245	8	8
4	867045	869228	4	4
4	881044	883227	8	8
4	897043	899243	8	8
4	910042	912242	4	4
4	922041	924241	8	8
4	936041	938240	8	8
4	951040	953239	4	4
4	963039	965222	8	8
4	977038	979238	8	8
4	990037	992254	3	4
4	1006036	1008236	8	8
